Number of vertices;Depth of tree;Are isomorphic;Time [ms]
2830;500;false;9473
2870;440;false;9556
1490;440;false;2770
1250;480;false;1953
2490;420;false;7480
2100;420;false;5503
2730;420;false;8899
1170;460;false;1764
1410;480;false;2471
1720;500;false;3753
2590;460;false;7759
1490;500;false;2806
2220;420;false;6018
1930;460;false;4592
1140;460;false;1700
2020;500;false;5218
1960;500;false;4891
2820;500;false;9459
1260;460;false;2038
1910;500;false;4601
1560;460;false;3089
1940;420;false;4759
1610;460;false;3238
2740;480;false;8938
2290;420;false;6432
2470;500;false;6837
1530;460;false;2905
1010;500;false;1292
1200;500;false;1789
2990;420;false;10610
1470;460;false;2652
1710;480;false;3706
2870;500;false;9634
2650;420;false;8367
2300;420;false;6640
1620;460;false;3356
1920;480;false;4530
2120;420;false;5555
2650;460;false;8275
2850;420;false;9621
2440;440;false;6932
2170;500;false;5933
2530;460;false;7672
2210;500;false;6184
2530;500;false;7548
1980;420;false;4919
2340;440;false;6578
2120;440;false;5382
1740;500;false;3802
2550;440;false;7183
1800;460;false;3983
2300;460;false;6589
1230;500;false;1949
1570;500;false;3078
2510;460;false;7624
1650;480;false;3522
2870;460;false;9380
2440;420;false;6780
2280;420;false;6362
2980;480;false;10812
1370;480;false;2363
2890;500;false;9864
1290;460;false;2082
1380;440;false;2415
1790;440;false;3908
2810;440;false;9500
2000;420;false;5090
1520;460;false;2883
2580;460;false;7760
2040;420;false;5194
2390;420;false;7013
2640;460;false;8683
1340;480;false;2311
2650;480;false;7984
1440;420;false;2622
2260;480;false;6294
1050;460;false;1488
1240;460;false;1971
2340;420;false;6576
1270;420;false;2061
1270;480;false;2082
2790;440;false;9326
1270;440;false;2034
1420;420;false;2521
1080;500;false;1512
1550;460;false;3127
2210;420;false;6004
1330;480;false;2208
1640;500;false;3540
1260;500;false;2020
2140;420;false;5679
1020;500;false;1331
2210;480;false;6057
1970;500;false;4837
1720;440;false;3672
2920;440;false;10146
1250;420;false;1983
2920;420;false;9813
1840;420;false;4333
1070;480;false;1473
2340;460;false;6544
1690;420;false;3663
2470;420;false;7280
1310;480;false;2164
2020;480;false;5178
1120;440;false;1574
2940;420;false;10540
1210;480;false;1860
2810;460;false;9589
2610;420;false;8272
1260;480;false;2030
1060;500;false;1460
2040;480;false;5186
2930;420;false;10105
1700;420;false;3526
2720;500;false;8616
2430;500;false;7001
2590;500;false;8055
2050;420;false;5342
2440;500;false;6932
1600;420;false;3193
1700;500;false;3658
1770;480;false;4009
1080;460;false;1502
2500;460;false;7572
1320;500;false;2154
1520;440;false;2952
2450;480;false;6666
2200;480;false;5973
1090;460;false;1497
1110;480;false;1573
1360;420;false;2379
2660;500;false;8141
2210;440;false;6042
1930;440;false;4613
1600;500;false;3344
1280;420;false;2085
1680;480;false;3503
2020;440;false;5028
1350;440;false;2287
2800;440;false;9537
1710;460;false;3616
2760;440;false;9277
1520;480;false;2960
2370;440;false;7548
1910;420;false;4494
2250;500;false;6154
2950;500;false;10490
1670;440;false;3552
2800;500;false;9280
2560;480;false;7694
1800;500;false;3896
1320;440;false;2225
2580;420;false;8746
2570;420;false;7493
1230;420;false;1893
1040;440;false;1408
1920;440;false;4548
2050;460;false;5297
2260;420;false;6174
2360;460;false;6727
1800;480;false;4010
2030;420;false;5121
2720;460;false;8773
2270;440;false;6528
1820;440;false;4171
1350;500;false;2290
2900;420;false;10122
1470;420;false;2703
2160;460;false;5736
1340;440;false;2294
1270;500;false;2088
1500;420;false;2803
2040;500;false;5206
1940;440;false;4717
2590;420;false;8069
2100;440;false;5608
2460;500;false;6642
2700;480;false;8467
2720;420;false;8778
2100;460;false;5506
2960;480;false;10313
2400;420;false;7100
2380;420;false;7511
1100;480;false;1542
1280;500;false;2103
1870;460;false;4297
1360;480;false;2260
2320;480;false;6600
1570;480;false;3204
2930;480;false;10062
2490;500;false;6928
2930;460;false;10212
3000;500;false;11009
1690;480;false;3586
1390;460;false;2461
1100;500;false;1555
2220;500;false;6149
1900;420;false;4438
2090;500;false;5578
1830;500;false;4221
1780;440;false;3788
2860;480;false;9586
1470;440;false;2695
2800;420;false;9526
2280;440;false;6484
1120;500;false;1620
1040;420;false;1363
2250;440;false;6160
2210;460;false;6211
2620;460;false;8405
1830;420;false;4181
1440;500;false;2722
2180;420;false;5990
1340;420;false;2282
2560;440;false;7709
2500;480;false;7372
1790;500;false;3987
2750;420;false;8866
1330;420;false;2225
2770;440;false;9212
1180;460;false;1772
1310;500;false;2222
2500;440;false;7361
1070;460;false;1426
2080;460;false;5259
2670;500;false;8103
2940;480;false;10047
1680;500;false;3587
2110;480;false;5502
2780;420;false;8929
1770;420;false;3963
1050;420;false;1377
1430;420;false;2539
2000;500;false;4972
2630;460;false;8040
1390;420;false;2461
2180;460;false;5774
2640;500;false;8692
2240;480;false;6175
2700;420;false;8612
1630;480;false;3361
2840;460;false;9887
2260;500;false;6351
2420;420;false;6499
1790;480;false;3932
1860;440;false;4338
2650;500;false;8718
1870;480;false;4360
2830;440;false;9841
1590;480;false;3263
2910;420;false;9801
1400;500;false;2503
2520;440;false;7402
1590;500;false;3193
2480;420;false;7447
2060;480;false;5314
1030;460;false;1349
2900;460;false;10009
2110;460;false;5732
1750;420;false;3857
2560;500;false;7267
1410;460;false;2528
2860;440;false;9436
1120;460;false;1620
1400;420;false;2506
2690;460;false;8779
1350;420;false;2314
1180;420;false;1752
2770;420;false;9264
1760;500;false;3984
1200;480;false;1839
2120;460;false;5414
2380;440;false;6581
1750;440;false;3898
2380;460;false;7267
1510;440;false;2887
1760;460;false;3857
1570;440;false;3219
2920;480;false;9951
1060;480;false;1415
1800;420;false;3947
2670;440;false;8531
1560;420;false;3028
1010;440;false;1307
1220;500;false;1905
1050;440;false;1467
2010;420;false;4960
2440;460;false;6836
1530;500;false;2966
1750;500;false;3951
1480;440;false;2794
2530;440;false;7384
2120;480;false;5556
1460;420;false;2697
2180;480;false;5885
1150;480;false;1700
1370;440;false;2416
1430;440;false;2612
2480;500;false;6961
2630;420;false;8564
2690;500;false;8488
2420;440;false;6422
1590;460;false;3330
2410;500;false;6670
2670;420;false;8294
1550;500;false;3104
1350;480;false;2289
1050;480;false;1416
1570;420;false;3090
2510;480;false;7376
2760;480;false;9085
2990;480;false;10432
2790;420;false;9424
2730;460;false;8725
1700;440;false;3582
2320;440;false;6672
2730;500;false;8929
1980;440;false;4850
2820;440;false;9408
2200;440;false;5885
1670;500;false;3476
2800;460;false;9273
2970;480;false;10503
2500;500;false;7150
2320;460;false;6574
1580;500;false;3156
1770;460;false;3986
2240;460;false;6211
1610;440;false;3172
1630;440;false;3362
1880;460;false;4397
1610;420;false;3179
2670;480;false;8212
1130;460;false;1653
2740;420;false;8503
2330;480;false;6794
1090;440;false;1508
1510;500;false;2838
2580;500;false;7600
2950;420;false;10112
2290;480;false;6407
2220;460;false;6041
1970;440;false;4817
2350;500;false;6865
2070;440;false;5426
2780;500;false;9302
1340;460;false;2268
1630;500;false;3367
1650;440;false;3508
2410;480;false;7574
1950;480;false;4731
1540;420;false;2864
1820;420;false;4165
2040;460;false;5281
1600;460;false;3240
2720;440;false;8899
2050;500;false;5207
1880;500;false;4407
1030;480;false;1364
1290;480;false;2152
1020;420;false;1378
2110;440;false;5441
2010;460;false;5091
1660;440;false;3517
2170;480;false;5808
2600;460;false;7782
2770;480;false;9255
2700;440;false;8492
2250;460;false;6345
1770;500;false;3789
2840;420;false;9291
2890;440;false;9801
1880;480;false;4433
1780;500;false;3967
1710;420;false;3607
1900;460;false;4381
2710;420;false;8509
2880;420;false;9645
1210;500;false;1811
1060;460;false;1480
2400;440;false;6990
2680;420;false;8440
2620;480;false;8247
2950;440;false;10066
1740;460;false;3854
1060;420;false;1416
2880;440;false;9564
1190;460;false;1804
2980;440;false;10597
2750;440;false;8764
2310;420;false;6875
1260;420;false;1941
2050;480;false;5345
1190;440;false;1774
2640;480;false;8691
2380;500;false;6897
2640;420;false;7986
1980;460;false;4842
1840;500;false;4214
2000;460;false;4920
2710;460;false;8742
2080;440;false;5295
2730;440;false;8851
2560;420;false;7712
1740;480;false;3810
1150;460;false;1697
2390;460;false;6752
2070;420;false;5345
1690;440;false;3395
2130;480;false;5773
1880;440;false;4372
1630;460;false;3197
2600;480;false;8270
1320;420;false;2191
2750;500;false;9178
2190;460;false;5944
1330;460;false;2228
2860;500;false;9425
2820;460;false;9539
1870;420;false;4298
2990;460;false;10287
1960;460;false;4681
1520;420;false;2866
1440;480;false;2628
1400;440;false;2501
2230;480;false;6129
2850;460;false;9345
1490;460;false;2807
1080;420;false;1430
1550;440;false;3108
1510;480;false;2942
2600;500;false;7989
2390;440;false;7396
1580;460;false;3167
1210;440;false;1906
1990;480;false;4965
2880;460;false;9588
2660;440;false;8582
1210;420;false;1853
1590;420;false;3214
2380;480;false;7417
1810;460;false;3985
2270;500;false;6393
2180;500;false;5737
2360;480;false;7124
1430;500;false;2641
1260;440;false;2037
1040;480;false;1382
1170;440;false;1721
2740;460;false;8924
2630;480;false;8259
2430;460;false;6731
2810;420;false;9465
1830;440;false;4252
1080;480;false;1462
2070;500;false;5300
2910;460;false;9808
2010;440;false;4970
1030;440;false;1348
2520;460;false;7642
2030;460;false;5221
1580;440;false;3139
1730;500;false;3796
1480;500;false;2797
1070;420;false;1432
1890;420;false;4488
1700;460;false;3632
1480;480;false;2707
1250;460;false;1988
1110;420;false;1563
2930;440;false;10110
2570;480;false;7719
1300;420;false;2107
1920;460;false;4552
1640;440;false;3435
1910;460;false;4599
1020;440;false;1323
2710;480;false;8474
1960;480;false;4758
2420;500;false;7237
1030;500;false;1359
2630;500;false;8032
1750;480;false;3902
1760;440;false;3866
2310;440;false;6390
2100;500;false;5469
1760;420;false;3807
1020;480;false;1347
2540;480;false;7378
1850;480;false;4307
2950;460;false;10159
2850;500;false;9627
1720;460;false;3587
2130;460;false;5726
1360;460;false;2360
1780;420;false;3989
1850;420;false;4204
2020;460;false;5211
2130;440;false;5567
1380;480;false;2395
2190;500;false;5829
2170;440;false;5739
2010;500;false;5076
2430;480;false;7045
1560;480;false;3053
1840;460;false;4289
3000;440;false;10480
1940;500;false;4834
2000;440;false;5132
2810;480;false;9650
2660;460;false;8192
1410;420;false;2583
2970;440;false;10666
2160;500;false;5607
2340;500;false;7257
1650;420;false;3406
2290;440;false;6399
1680;420;false;3662
2240;500;false;6109
2860;460;false;9644
1120;420;false;1622
2150;460;false;5574
1640;460;false;3278
2800;480;false;9322
1830;460;false;4067
2690;480;false;8461
2370;500;false;7100
2420;460;false;7266
2880;500;false;9491
2990;440;false;10376
1010;460;false;1296
2060;500;false;5230
1500;480;false;2949
1160;460;false;1726
1840;480;false;4322
1380;500;false;2456
2770;500;false;9211
1610;500;false;3308
1960;440;false;4807
2540;420;false;7784
2670;460;false;8549
2680;480;false;8528
1240;500;false;1972
2960;460;false;10488
1170;500;false;1770
1360;500;false;2349
2790;460;false;9098
1140;480;false;1649
1850;440;false;4259
2360;500;false;7220
1470;500;false;2721
2220;440;false;5944
2850;480;false;9757
1460;480;false;2654
1850;500;false;4208
2200;420;false;5985
1920;500;false;4612
2720;480;false;8782
2780;480;false;9269
3000;420;false;10653
2260;460;false;6201
2020;420;false;5148
2100;480;false;5309
1420;500;false;2627
2540;500;false;7157
2170;420;false;5763
2850;440;false;9128
2550;480;false;7625
2600;440;false;8408
2450;440;false;7050
1760;480;false;3914
2310;500;false;6606
2200;500;false;5958
2350;420;false;6981
2510;500;false;7370
1550;420;false;2999
2110;500;false;5641
1530;440;false;3025
1160;480;false;1709
2480;460;false;7392
2180;440;false;5720
1110;500;false;1584
1300;440;false;2156
2090;480;false;5557
1240;440;false;1926
2780;440;false;9561
2480;480;false;7031
2070;460;false;5356
1980;480;false;4951
1230;480;false;1875
1730;420;false;3695
2320;500;false;6720
2270;480;false;6287
2740;440;false;9147
1230;460;false;1887
2000;480;false;5020
2450;500;false;6647
2900;480;false;9733
2350;460;false;7226
2530;480;false;7313
1290;440;false;2115
1640;420;false;3382
2610;440;false;8016
1560;500;false;3148
2480;440;false;7056
2140;500;false;5785
1670;420;false;3595
2280;500;false;6528
2750;480;false;8784
2040;440;false;5113
2520;480;false;7321
1040;500;false;1400
1970;420;false;4818
1970;480;false;4796
2760;500;false;9132
1200;460;false;1837
1390;480;false;2421
1360;440;false;2304
2490;460;false;7498
1990;440;false;4859
1150;420;false;1639
2060;460;false;5250
2240;420;false;6122
2290;500;false;6412
1300;500;false;2174
1600;440;false;3243
1150;440;false;1662
2500;420;false;7578
1450;420;false;2601
1320;460;false;2243
1060;440;false;1470
2400;460;false;7298
2460;480;false;6835
2860;420;false;9547
1970;460;false;4765
2620;420;false;8322
1010;480;false;1313
1350;460;false;2313
2030;500;false;5192
1140;440;false;1634
1140;420;false;1683
1430;480;false;2573
2700;460;false;8739
1990;460;false;4986
2410;460;false;7567
2260;440;false;6394
1190;500;false;1738
1370;460;false;2372
1310;440;false;2220
2460;440;false;6929
2550;460;false;7742
1890;480;false;4435
1890;440;false;4330
2690;440;false;8607
2980;460;false;10449
2970;460;false;10403
2510;420;false;7489
2580;440;false;7737
2900;500;false;9884
2220;480;false;5996
1420;440;false;2521
2540;460;false;7529
1170;480;false;1776
2190;440;false;5969
2710;440;false;8583
1020;460;false;1340
2590;480;false;8085
1870;440;false;4387
2560;460;false;7959
2010;480;false;5076
2940;500;false;10078
2730;480;false;8925
2550;420;false;7757
2910;440;false;10211
1190;420;false;1755
2150;500;false;5656
1880;420;false;4334
2680;500;false;8367
1460;460;false;2661
1320;480;false;2235
2570;440;false;8112
1410;440;false;2532
1690;500;false;3632
1450;500;false;2721
1540;460;false;2971
1230;440;false;1935
1390;500;false;2446
2680;440;false;8233
2230;500;false;6152
1110;440;false;1547
2910;500;false;10067
2890;420;false;9813
1400;480;false;2461
1100;440;false;1534
1490;420;false;2754
1220;460;false;1857
2120;500;false;5556
1580;480;false;3120
2780;460;false;8952
1330;440;false;2252
2130;420;false;5585
2190;420;false;6029
2840;480;false;9467
2610;500;false;8384
1900;500;false;4549
1420;480;false;2522
1300;460;false;2145
1890;500;false;4618
1540;500;false;2967
2160;420;false;5610
2250;420;false;6293
2090;460;false;5502
1690;460;false;3581
2390;480;false;7086
2450;420;false;7030
1100;420;false;1515
1730;460;false;3698
2920;500;false;10003
1930;480;false;4643
1960;420;false;4835
1860;500;false;4232
2960;500;false;10305
2540;440;false;7358
1480;460;false;2712
2520;500;false;7886
1500;460;false;2788
2880;480;false;9544
1780;460;false;3947
1590;440;false;3134
2310;480;false;6456
2890;480;false;9685
2830;420;false;9680
2960;440;false;10506
1280;440;false;2046
2590;440;false;7951
2240;440;false;6242
1460;440;false;2700
2190;480;false;5959
1290;500;false;2100
2230;440;false;6178
1720;480;false;3702
2490;440;false;7152
1210;460;false;1869
2150;480;false;5818
1890;460;false;4395
2790;480;false;9525
2160;440;false;5651
1130;440;false;1592
2110;420;false;5578
2140;460;false;5680
1240;480;false;1905
2570;460;false;8069
1810;480;false;3972
1220;440;false;1929
1620;420;false;3215
2680;460;false;8622
2760;460;false;8979
1130;480;false;1593
1680;440;false;3438
2550;500;false;7222
2980;420;false;10524
1050;500;false;1450
2440;480;false;7063
1810;500;false;4021
1900;480;false;4426
1720;420;false;3657
1530;420;false;2947
1780;480;false;3981
2950;480;false;10339
1390;440;false;2454
2620;440;false;8459
1280;460;false;2020
1190;480;false;1811
1030;420;false;1469
1220;420;false;1871
1620;500;false;3433
1640;480;false;3491
1810;440;false;4000
2470;440;false;6935
2510;440;false;7457
1650;460;false;3375
2570;500;false;8321
1010;420;false;1579
1850;460;false;4221
2060;440;false;5227
2710;500;false;8646
1940;480;false;4606
1930;420;false;4530
1920;420;false;4566
1410;500;false;2528
2090;420;false;5360
1630;420;false;3232
1770;440;false;3825
1660;420;false;3501
1180;480;false;1791
1310;460;false;2194
1400;460;false;2458
2300;440;false;6420
1250;440;false;1984
1550;480;false;3077
2330;460;false;6899
1430;460;false;2559
1670;460;false;3591
1810;420;false;4036
2300;480;false;6513
1170;420;false;1755
2070;480;false;5575
2760;420;false;9015
2280;460;false;6728
1990;500;false;4973
1450;480;false;2634
2830;460;false;9774
3000;460;false;10663
1370;420;false;2331
1090;480;false;1567
1380;460;false;2432
2470;480;false;6989
2450;460;false;6952
1440;440;false;2636
1130;420;false;1665
2820;420;false;9540
1270;460;false;2011
2310;460;false;6776
1710;440;false;3572
2330;500;false;6778
2900;440;false;9932
1580;420;false;3054
2400;500;false;7304
2290;460;false;6399
1450;460;false;2691
2170;460;false;5997
2630;440;false;8355
2770;460;false;8996
2990;500;false;10516
1310;420;false;2128
1150;500;false;1679
1710;500;false;3759
2750;460;false;9015
2280;480;false;6537
1510;460;false;2845
2030;480;false;5041
1500;500;false;2827
1670;480;false;3491
2740;500;false;8889
2400;480;false;7385
1140;500;false;1685
2030;440;false;5064
2970;500;false;10296
1540;480;false;3056
2430;440;false;7233
2520;420;false;7570
1950;440;false;4708
2840;500;false;9833
1610;480;false;3337
1490;480;false;2824
1220;480;false;1861
2390;500;false;7259
1520;500;false;2893
2920;460;false;10072
2370;480;false;6713
2340;480;false;6822
2150;420;false;5576
1910;480;false;4492
1120;480;false;1569
2600;420;false;7672
2700;500;false;8797
1790;420;false;3985
2140;480;false;5900
1540;440;false;3066
1160;500;false;1751
2970;420;false;10359
2980;500;false;10653
1280;480;false;2119
1660;480;false;3600
2430;420;false;6749
2840;440;false;9568
2940;460;false;10167
1860;420;false;4330
1070;440;false;1496
1130;500;false;1618
2890;460;false;9719
2580;480;false;8004
2230;420;false;6054
2960;420;false;10521
1900;440;false;4475
1820;500;false;4126
2490;480;false;7433
2820;480;false;9435
2620;500;false;8132
1370;500;false;2425
2130;500;false;5569
2360;440;false;6555
1180;440;false;1725
1790;460;false;3949
1870;500;false;4422
2660;420;false;8392
2080;500;false;5399
2530;420;false;8008
2940;440;false;10131
2270;420;false;6240
2830;480;false;9601
1340;500;false;2284
1620;440;false;3249
1950;460;false;4751
2870;420;false;9790
1090;500;false;1578
2410;440;false;6895
1660;500;false;3474
2270;460;false;6276
2470;460;false;7305
2050;440;false;5157
1160;440;false;1691
1040;460;false;1418
1090;420;false;1525
1160;420;false;1688
1080;440;false;1543
1300;480;false;2158
1450;440;false;2693
1200;440;false;1825
2650;440;false;8165
1820;480;false;4095
1930;500;false;4676
1200;420;false;1786
2250;480;false;6286
2090;440;false;5293
2930;500;false;9897
2640;440;false;8209
2370;420;false;6752
2660;480;false;8554
1740;420;false;3703
2080;480;false;5280
2140;440;false;5628
2610;480;false;8353
2080;420;false;5425
1290;420;false;2056
1750;460;false;3906
3000;480;false;10450
2370;460;false;7043
2420;480;false;6960
2150;440;false;5672
2460;460;false;7059
2350;440;false;7147
2320;420;false;6796
2460;420;false;7279
1730;440;false;3769
2360;420;false;7011
2690;420;false;8573
1980;500;false;4988
1480;420;false;2739
2810;500;false;9406
1840;440;false;4234
1730;480;false;3780
1820;460;false;4037
1990;420;false;4992
1860;460;false;4348
1420;460;false;2478
1950;420;false;4923
2410;420;false;6538
1560;440;false;3091
1660;460;false;3417
2790;500;false;9382
1950;500;false;4846
1570;460;false;3248
1940;460;false;4696
1500;440;false;2836
1380;420;false;2350
2350;480;false;6444
1600;480;false;3197
1740;440;false;3855
2300;500;false;6481
2870;480;false;9411
2610;460;false;8533
1070;500;false;1465
1860;480;false;4272
2200;460;false;5929
1620;480;false;3359
1110;460;false;1549
2160;480;false;5816
1470;480;false;2699
1330;500;false;2251
1700;480;false;3760
1460;500;false;2726
1650;500;false;3527
1240;420;false;1925
1250;500;false;1966
1530;480;false;3062
1910;440;false;4529
2060;420;false;5167
1440;460;false;2557
2330;440;false;6893
1830;480;false;4190
1180;500;false;1713
1510;420;false;2938
1100;460;false;1549
2230;460;false;6120
2910;480;false;10084
1680;460;false;3601
1800;440;false;3964
2330;420;false;6461